Timestamp,Do you prefer a gas or electric stovetop?,For how long are you looking to rent?,How many rooms do you want?,What is your budget for rent?,How many bathrooms do you want?,How important is it that you have a master bedroom?,How important is it that you have a storage unit?,How important is it that you a balcony/garden?,How important is it that you have also an electric heater (דוד חשמל) and a regular heater (דוד שמש)?,"How important, is it that you have an air-conditioner in every bedroom? ",How important is it that you have personal parking spot(s)?,How Important is it that you have a kosher Kitchen?,How important is it that you have bus routes near you?,Does it matter if the apartment is next to a school or a apartment complex under construction?,Does it matter to you to be in a building that can undergo construction in the coming year/two years?,Would you rather your neighbors be students or families?,Do you prefer your neighbors be families or singles?,Is it important that your neighbors be students,Is it Important that your neighbors be families?,What type of neighborhood are you looking for?,How Important is it that your apartment come furnished?,How important that the apartment be pet friendly?,How important that the apartment be smoke friendly?,How important that the apartment have a big livingroom?,On which Floor would you want the apartment to be on?,How important is it which floor you are on?,How important that the apartment have elevator access?,Where are you looking for an apartment?,City
5/22/2022 18:15:05,5,2 years,4,4100-5000,2,5,5,5,5,3,3,5,3,5,5,1,1,1,5,"Traditional, Dati Leumi",1,5,5,5,"Ground, First, Second",1,3, ,0
5/22/2022 18:29:47,3,A Year,"3, 4","3100-4000, 4100-5000, 5100-6000",2,1,3,3,3,4,1,4,4,1,1,4,3,4,3,Dati Leumi,5,1,1,4,"Ground, First",1,4, ,1
5/22/2022 18:45:06,3,A Year,"3, 4",2100-3000,1.5,3,4,3,4,4,1,5,5,3,3,3,3,3,3,Dati Leumi,5,1,1,4,"First, Second",3,4,Jerusalem ,1
5/22/2022 19:48:55,5,A Year,"2, 3",3100-4000,1.5,2,2,3,4,5,1,1,5,5,5,1,5,1,1,Not Religious,1,3,1,4,"First, Second",3,3,Tel aviv,1
5/22/2022 19:52:36,5,A Year,"3, 4",5100-6000,1.5,2,5,5,1,5,1,5,5,4,5,5,5,1,1,Dati Leumi,4,4,2,5,"First, Second",4,5, ,1
5/22/2022 20:14:02,5,"Half a Year, A Year",2,1000-2000,1.5,1,3,3,5,5,1,5,5,1,4,3,3,4,2,Dati Leumi,1,1,2,3,"Ground, First",1,3, ,1
5/22/2022 21:13:05,5,A Year,"4, 5","3100-4000, 4100-5000",1,1,1,2,2,1,1,4,4,2,4,2,2,1,3,"Traditional, Dati Leumi",1,1,1,1,"Ground, First, Second",2,3, ,1
5/22/2022 23:00:10,5,A Year,"3, 4, 5",5100-6000,1.5,1,1,3,4,2,1,3,3,1,1,3,3,3,3,Dati Leumi,4,1,1,1,"Second, Third",1,, ,1
5/23/2022 0:30:09,4,2 years,3,1000-2000,2,5,1,3,5,1,5,5,1,,5,3,,,,"Traditional, Dati Leumi",1,,,,,,, ,1
5/23/2022 1:49:50,5,2 years,"4, 5","6100-7000, 7100-8000",2,5,5,5,5,5,5,5,3,3,5,1,1,1,5,Dati Leumi,1,5,1,5,"First, Second",5,5, ,1
5/23/2022 7:51:29,5,"A Year, 2 years","2, 3","2100-3000, 3100-4000",1.5,2,3,5,4,4,1,5,5,5,3,3,3,3,3,"Traditional, Dati Leumi",1,4,1,5,Ground,5,1, ,1
5/23/2022 8:46:12,5,A Year,"3, 4",3100-4000,2,5,1,5,5,5,5,5,5,3,3,1,1,1,5,Charedi,1,1,1,5,"Ground, First",5,5, ,1
5/23/2022 8:56:52,3,2 years,"3, 4, 5",4100-5000,1.5,5,3,5,5,5,5,5,5,1,5,3,3,1,3,"Not Religious, Traditional, Dati Leumi",1,5,3,5,"Ground, First",5,5, ,
5/23/2022 8:58:44,5,"A Year, 2 years","2, 3, 4",2100-3000,1.5,1,3,1,4,4,1,5,3,5,1,4,4,1,5,Traditional,1,1,1,4,"First, Second",1,3, ,1
5/23/2022 9:26:31,5,2 years,3,4100-5000,2,5,5,5,5,4,5,1,4,5,5,3,3,1,1,Not Religious,2,5,4,5,Ground,5,4, ,1
5/23/2022 9:29:18,5,"A Year, 2 years",4,5100-6000,2,2,4,3,3,5,1,5,5,3,4,3,3,3,3,Dati Leumi,5,3,1,3,,2,3, ,1
5/18/2022 9:59:45,3,"חצי שנה, שנתיים","1, 2, 3","1000-2000, 2100-3000, 3100-4000",1,1,2,2,2,2,3,3,1,1,1,3,5,1,1,"חילוני, מסורתי, דתי-לאומי",2,1,3,2,"שנייה, שלישית",5,1, ,1
5/18/2022 11:35:10,5,חודשיים,"2, 3","1000-2000, 2100-3000",1.5,3,1,3,4,5,5,5,1,2,2,5,4,5,1,דתי-לאומי,4,3,2,4,"קרקע, ראשונה, שנייה",3,3, ,
5/18/2022 11:37:26,5,חודש,2,1000-2000,1,2,2,4,5,5,1,5,4,3,3,4,4,4,3,מסורתי,3,4,2,4,"Ground, First",4,4, ,0
5/18/2022 11:58:46,5,חודש,"2, 3",2100-3000,1,1,1,5,3,5,2,5,5,1,1,3,3,3,3,"מסורתי, דתי-לאומי",1,5,1,5,"Ground, First",1,5, ,
5/18/2022 13:24:47,5,"חודש, חודשיים","3, 4",1000-2000,2,2,2,5,5,5,5,1,1,3,3,5,4,4,2,חילוני,3,5,5,3,"קרקע, שלישית",5,5, ,1
5/18/2022 13:28:59,5,שנתיים,3,"2100-3000, 3100-4000, 4100-5000",1.5,2,2,5,1,5,2,1,1,5,5,3,3,3,3,חילוני,4,5,4,4,"שנייה, שלישית",4,5, ,1
5/18/2022 13:36:42,5,"חצי שנה, שנתיים",3,"1000-2000, 2100-3000",1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,דתי-לאומי,5,5,1,5,Gound,5,5, ,1
5/18/2022 14:54:27,5,"חודשיים, חצי שנה","2, 3, 4","1000-2000, 2100-3000",2,4,3,3,5,5,4,1,2,2,2,3,3,1,1,חילוני,4,2,1,3,"ראשונה, שנייה, שלישית",3,4,Ariel,1
5/18/2022 17:37:51,3,שנתיים,"2, 3","2100-3000, 3100-4000",1,1,1,4,3,4,1,1,5,4,4,2,5,2,1,חילוני,4,4,1,3,"ראשונה, שנייה",2,3, ,1
5/18/2022 20:13:39,5,חצי שנה,3,"2100-3000, 3100-4000, 4100-5000",2,5,5,3,5,5,5,1,1,1,1,3,3,3,3,"חילוני, מסורתי, דתי-לאומי",5,5,5,5,שלישית,3,5, ,1
5/18/2022 20:14:56,4,חודשיים,"2, 3","2100-3000, 3100-4000",1,1,1,1,1,1,3,3,4,1,1,3,3,3,3,"חילוני, מסורתי",5,4,1,2,"Ground, First",2,2,Merkaz,1
5/18/2022 20:16:48,5,חצי שנה,"3, 4","1000-2000, 2100-3000",2,5,3,5,5,5,5,5,4,2,5,3,2,4,4,"חילוני, מסורתי, דתי-לאומי",5,5,5,5,"Ground, First",5,5, ,0
5/18/2022 20:21:03,5,חודש,3,3100-4000,2,5,5,5,5,3,4,5,4,5,1,5,5,1,1,מסורתי,3,3,1,5,Gound,1,5, ,1
5/18/2022 20:22:22,2,"חודשיים, חצי שנה","3, 4, 5","2100-3000, 3100-4000, 4100-5000",1,3,4,5,3,5,1,3,4,2,,4,3,3,3,חילוני,5,4,4,4,"שנייה, שלישית",2,4, ,1
5/18/2022 20:25:31,1,חודשיים,3,3100-4000,2,5,4,5,5,5,3,5,1,5,5,1,1,1,3,חילוני,5,5,5,3,Gound,1,5, ,0
5/18/2022 20:39:42,2,חודש,"2, 3, 4","1000-2000, 2100-3000",1.5,4,4,5,4,5,5,3,2,3,5,1,1,1,4,"חילוני, מסורתי",1,5,5,2,Gound,1,3, ,1
5/18/2022 20:40:47,1,חודשיים,4,4100-5000,1,3,4,5,3,2,3,2,4,5,5,5,5,3,1,"חילוני, מסורתי",4,5,5,4,Gound,5,3, ,1
5/18/2022 20:47:05,1,חודש,"3, 4","2100-3000, 3100-4000",1.5,4,2,4,4,4,2,1,4,2,4,5,3,4,3,"חילוני, מסורתי",4,5,1,4,"קרקע, ראשונה, שנייה",3,5, ,1
5/18/2022 20:50:33,3,שנתיים,5,3100-4000,2,1,5,5,5,5,5,1,3,3,5,3,3,3,3,חילוני,3,3,1,5,שלישית,5,5, ,1
5/18/2022 20:53:55,5,"חודשיים, חצי שנה",2,2100-3000,1,1,1,3,1,5,1,1,1,1,1,5,5,3,3,מסורתי,4,1,5,3,"Ground, First",1,1, ,1
5/18/2022 22:02:06,2,חודשיים,3,1000-2000,2,2,1,4,5,5,5,1,5,4,4,3,3,3,3,חילוני,4,5,2,3,"קרקע, ראשונה",4,4, ,0
5/18/2022 22:13:08,5,שנתיים,4,1000-2000,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,חילוני,5,5,5,5,,5,5, ,
5/18/2022 22:15:47,1,חצי שנה,2,1000-2000,1.5,1,1,5,3,5,4,4,4,3,4,3,3,3,3,מסורתי,4,4,2,5,"קרקע, ראשונה",3,1, ,0
5/18/2022 23:18:08,4,חודשיים,4,5100-6000,2,4,4,4,4,4,3,1,3,5,5,3,3,3,3,חילוני,2,5,5,4,"קרקע, ראשונה, שנייה, שלישית",1,4, ,1
5/18/2022 23:22:34,3,חודש,"3, 4","3100-4000, 4100-5000, 5100-6000",1.5,3,3,4,4,5,3,3,4,5,5,3,3,3,3,"חילוני, מסורתי, דתי-לאומי",1,4,1,3,"קרקע, ראשונה, שנייה",4,3, ,1
5/18/2022 23:34:20,5,חודש,4,5100-6000,2,5,3,5,5,3,3,3,3,1,5,1,1,1,5,"חילוני, מסורתי, דתי-לאומי",1,1,1,4,"קרקע, ראשונה",1,5, ,
5/19/2022 1:19:26,1,חצי שנה,5,3100-4000,2,5,5,5,5,3,3,3,5,4,5,1,1,1,5,דתי-לאומי,5,3,3,3,"קרקע, ראשונה, שנייה",5,1,North,0
5/19/2022 2:33:43,4,"חצי שנה, שנתיים","4, 5",1000-2000,1,3,3,4,4,4,3,5,5,3,3,3,3,3,3,"מסורתי, דתי-לאומי",3,3,1,4,"קרקע, שלישית",3,3, ,
5/19/2022 6:09:51,3,שנתיים,3,3100-4000,1,1,2,4,4,3,2,1,1,4,4,3,3,1,1,"חילוני, מסורתי, דתי-לאומי",3,1,2,3,"ראשונה, שנייה",4,4, ,1
5/19/2022 6:36:53,5,חצי שנה,4,5100-6000,1,1,2,5,1,3,1,1,5,1,5,3,3,1,1,חילוני,1,3,1,5,Gound,5,1,Jerusalem ,1
5/19/2022 8:27:10,5,חודש,5,4100-5000,2,5,3,3,5,5,2,5,4,3,3,1,1,1,3,"חילוני, מסורתי, דתי-לאומי",1,1,1,4,"קרקע, ראשונה",4,3, ,1
5/19/2022 8:52:29,,חצי שנה,3,3100-4000,2,4,5,4,1,1,5,2,1,,5,,,5,1,מסורתי,1,1,1,1,Gound,5,5, ,0
5/19/2022 9:01:18,4,שנתיים,"2, 3",2100-3000,1,4,4,5,5,5,5,1,4,5,5,2,2,1,1,"חילוני, מסורתי",4,5,1,5,"קרקע, ראשונה",4,4,Jerusalem ,1
5/19/2022 9:07:14,5,חודש,"4, 5","6100-7000, 7100-8000",2,5,4,5,5,5,4,1,3,5,5,1,1,1,5,"חילוני, מסורתי",1,3,3,3,"שנייה, שלישית",5,5, ,1
5/19/2022 9:46:52,4,חודשיים,2,"3100-4000, 4100-5000",1,1,1,3,4,3,1,2,2,4,4,3,3,1,1,"חילוני, מסורתי, דתי-לאומי",1,1,1,4,"שנייה, שלישית",1,1, ,1
5/19/2022 11:43:41,1,חודשיים,3,2100-3000,1,1,1,5,1,5,3,1,1,5,1,5,5,1,1,חילוני,5,3,5,4,"ראשונה, שנייה",2,1, ,1
5/19/2022 12:03:18,2,חודש,2,"1000-2000, 2100-3000, 3100-4000",1,1,1,5,5,5,4,2,5,4,5,3,4,4,2,"חילוני, מסורתי, דתי-לאומי",5,1,1,4,"קרקע, ראשונה",5,5, ,
5/19/2022 13:00:07,1,חודש,5,2100-3000,2,3,2,5,4,5,3,5,2,3,5,3,3,3,3,"מסורתי, דתי-לאומי",4,5,1,3,"קרקע, ראשונה",1,2, ,
5/19/2022 13:07:37,4,חודש,2,"1000-2000, 2100-3000, 3100-4000",1,1,1,4,4,2,2,1,4,5,1,3,3,4,2,"חילוני, מסורתי",4,4,2,2,"קרקע, ראשונה, שנייה",3,3, ,
5/19/2022 13:37:03,1,חודשיים,3,"1000-2000, 2100-3000, 3100-4000",1,1,1,4,5,5,5,1,5,5,5,5,1,3,3,מסורתי,3,5,1,5,"ראשונה, שנייה",5,5, ,1
5/19/2022 13:38:27,3,"חודש, חודשיים, חצי שנה","1, 2, 3",1000-2000,2,3,3,5,5,5,5,5,5,3,3,3,3,3,3,"מסורתי, דתי-לאומי",4,5,1,5,"קרקע, ראשונה",5,3, ,0
5/19/2022 14:38:36,5,חודש,"4, 5","4100-5000, 5100-6000",2,4,4,4,5,4,4,4,4,4,5,1,1,3,4,"מסורתי, דתי-לאומי",3,3,3,4,"קרקע, ראשונה",4,4, ,1
5/19/2022 15:56:17,1,חצי שנה,3,3100-4000,1.5,3,3,5,,1,3,3,,1,3,4,3,3,3,מסורתי,3,,3,3,שלישית,2,2, ,
5/19/2022 22:28:55,5,חצי שנה,2,2100-3000,1,1,2,5,3,5,5,5,1,4,4,3,5,1,2,"חילוני, מסורתי, דתי-לאומי",1,1,3,5,"קרקע, ראשונה",4,5,Jerusalem ,1
5/19/2022 22:29:14,5,"חצי שנה, שנתיים","3, 4","1000-2000, 2100-3000",,1,1,3,4,5,2,5,5,5,5,,4,4,1,"חילוני, מסורתי, דתי-לאומי",4,3,2,4,,1,2,Jerusalem ,1
5/19/2022 22:36:39,4,שנתיים,4,1000-2000,1.5,1,1,3,3,4,1,5,1,2,2,4,3,3,1,"חילוני, מסורתי, דתי-לאומי",4,1,2,4,"קרקע, ראשונה, שנייה, שלישית",1,1, ,1
5/19/2022 22:38:01,4,חודשיים,"3, 4",2100-3000,1.5,4,4,4,5,5,2,1,4,3,4,4,4,1,1,חילוני,4,2,3,3,"ראשונה, שנייה",3,4, ,1
5/19/2022 22:39:47,4,חודשיים,"2, 3","3100-4000, 4100-5000",1,1,1,4,2,2,2,1,4,4,4,3,3,3,3,"חילוני, מסורתי, דתי-לאומי",1,3,1,4,"קרקע, ראשונה, שנייה, שלישית",1,1, ,1
5/19/2022 22:49:28,5,חודשיים,3,4100-5000,1,1,3,3,1,4,3,1,3,2,5,3,3,3,3,חילוני,3,4,3,4,"ראשונה, שנייה",2,1, ,1
5/19/2022 22:51:18,3,שנתיים,3,"4100-5000, 5100-6000",1.5,2,2,3,5,3,3,3,3,4,3,2,2,2,2,"חילוני, מסורתי, דתי-לאומי",3,3,1,4,"ראשונה, שנייה, שלישית",3,3, ,1
5/19/2022 22:58:07,5,חודשיים,3,"3100-4000, 4100-5000, 5100-6000",1.5,1,3,5,4,1,2,1,5,4,5,5,5,3,1,חילוני,4,4,1,4,"ראשונה, שנייה",2,1, ,1
5/19/2022 22:59:26,3,שנתיים,3,3100-4000,1,5,2,3,3,3,3,1,3,3,3,3,3,3,3,חילוני,4,4,4,4,"קרקע, ראשונה",2,3,Jerusalem ,1
5/19/2022 23:01:20,4,שנתיים,4,"1000-2000, 2100-3000",2,1,1,4,5,5,1,5,5,4,5,5,5,5,1,מסורתי,5,1,5,5,"קרקע, ראשונה",4,4, ,1
5/19/2022 23:04:01,2,"חודש, חודשיים",2,3100-4000,1,1,1,1,1,5,3,1,5,5,5,5,4,3,1,חילוני,5,1,1,3,"שנייה, שלישית",4,4, ,1
5/19/2022 23:08:20,5,חודש,3,2100-3000,2,1,2,4,5,3,1,1,5,3,3,5,5,5,2,חילוני,4,3,1,4,"ראשונה, שלישית",1,1, ,1
5/19/2022 23:13:27,5,חודש,3,6100-7000,1,1,1,5,3,4,2,1,3,4,4,2,2,1,1,חילוני,4,3,4,4,"ראשונה, שנייה",3,2, ,1
5/19/2022 23:41:44,4,שנתיים,"1, 2","2100-3000, 3100-4000",1,1,1,3,4,4,1,1,4,5,5,3,3,3,3,"חילוני, מסורתי, דתי-לאומי",3,1,1,3,"שנייה, שלישית",3,1, ,1
5/19/2022 23:58:41,4,חודש,2,1000-2000,1,1,1,3,3,4,2,5,5,4,5,2,1,1,3,דתי-לאומי,4,1,1,2,"קרקע, ראשונה",2,3, ,1
5/19/2022 23:59:17,5,חודשיים,"3, 4",3100-4000,2,3,1,4,5,3,2,3,3,1,2,3,3,3,3,"חילוני, מסורתי, דתי-לאומי, חרדי",1,1,3,3,"קרקע, ראשונה",3,3, ,
5/20/2022 0:01:57,2,חצי שנה,3,"2100-3000, 3100-4000",2,4,4,4,5,5,3,5,5,3,5,3,3,1,1,"מסורתי, דתי-לאומי",4,4,1,4,שלישית,5,5, ,1
5/20/2022 0:09:39,5,"חצי שנה, שנתיים",3,5100-6000,1,1,2,5,5,4,2,5,5,4,5,1,1,1,1,"חילוני, מסורתי, דתי-לאומי",3,1,1,4,"קרקע, ראשונה",4,4, ,1
5/20/2022 0:15:21,4,חודשיים,3,3100-4000,1,2,2,5,5,4,3,4,3,4,5,5,3,3,3,"חילוני, מסורתי",1,1,2,4,"קרקע, ראשונה",5,5, ,
5/20/2022 0:16:06,1,חצי שנה,1,3100-4000,1,1,1,5,1,5,1,1,5,1,5,5,5,1,1,חילוני,3,1,3,3,"ראשונה, שנייה",1,1, ,1
5/20/2022 0:31:59,5,שנתיים,3,5100-6000,1.5,3,3,5,5,5,4,1,3,4,4,3,3,1,1,חילוני,3,5,1,4,"שנייה, שלישית",2,3, ,1
5/20/2022 1:04:42,5,חודש,3,5100-6000,1,,1,5,5,3,4,5,,1,,1,1,3,5,מסורתי,5,5,5,5,Gound,,, ,
5/20/2022 1:15:16,2,שנתיים,3,5100-6000,1.5,2,4,4,4,3,2,3,4,5,3,3,3,3,3,"חילוני, מסורתי, דתי-לאומי",3,3,2,3,"קרקע, ראשונה, שנייה",4,4,Jerusalem ,1
5/20/2022 2:25:55,5,"חודש, חודשיים","2, 3","1000-2000, 2100-3000",2,2,3,4,4,4,2,5,4,3,4,4,4,4,2,דתי-לאומי,4,1,2,4,"קרקע, ראשונה",4,5, ,0
5/20/2022 6:07:00,3,שנתיים,3,,,3,4,4,5,4,5,5,4,4,4,3,3,3,3,מסורתי,3,1,2,3,"שנייה, שלישית",3,3, ,1
5/20/2022 6:35:25,3,חודש,3,1000-2000,1.5,1,4,4,1,5,1,1,5,1,5,3,3,3,3,חילוני,3,1,5,4,"קרקע, ראשונה",1,3, ,1
5/20/2022 6:52:16,1,שנתיים,4,4100-5000,2,5,4,5,3,5,5,5,3,4,4,5,3,4,2,דתי-לאומי,2,2,1,4,"ראשונה, שנייה",4,5, ,1
5/20/2022 6:58:01,3,"חודש, חודשיים","3, 4, 5","1000-2000, 2100-3000",1,1,1,4,1,4,1,1,4,1,1,5,5,4,1,חילוני,5,1,1,1,"קרקע, שנייה",1,1,Merkaz,1
5/20/2022 7:00:59,3,חצי שנה,3,6100-7000,1,1,1,5,2,4,4,1,1,4,4,4,3,1,1,חילוני,2,5,1,4,"שנייה, שלישית",2,5, ,1
5/20/2022 7:51:23,3,שנתיים,"3, 4","4100-5000, 5100-6000, 6100-7000",1,3,4,5,5,2,2,1,4,5,5,2,3,1,4,"חילוני, מסורתי, דתי-לאומי",1,3,1,5,"קרקע, ראשונה, שנייה",5,4, ,1
5/20/2022 8:06:35,5,"חודש, חודשיים","1, 3",5100-6000,2,2,2,4,5,5,2,1,4,5,5,3,3,1,1,חילוני,1,5,5,4,"ראשונה, שנייה",1,3, ,1
5/20/2022 8:30:20,4,"חצי שנה, שנתיים",2,"2100-3000, 3100-4000",1,1,1,4,4,4,2,1,4,2,5,3,4,2,2,"חילוני, מסורתי, דתי-לאומי",2,5,2,4,"קרקע, ראשונה",3,3, ,1
5/20/2022 8:38:45,5,חצי שנה,"1, 2","1000-2000, 2100-3000, 3100-4000",1,4,1,3,5,4,5,1,5,5,5,5,5,3,1,"חילוני, מסורתי, דתי-לאומי",4,5,5,4,"קרקע, ראשונה, שנייה",1,2, ,1
5/20/2022 8:39:28,3,חודש,"2, 3","2100-3000, 3100-4000, 4100-5000",1.5,1,2,4,3,4,1,2,4,4,3,3,2,2,3,"חילוני, דתי-לאומי",2,1,1,4,"ראשונה, שנייה",2,1, ,1
5/20/2022 9:04:31,5,"חודש, חודשיים",3,"2100-3000, 3100-4000",1,3,1,4,4,5,3,1,5,4,5,3,3,3,3,חילוני,3,1,1,4,"שנייה, שלישית",4,5, ,1
5/20/2022 9:19:39,5,חודשיים,3,2100-3000,1.5,1,2,4,5,4,1,1,3,4,5,4,3,4,2,חילוני,4,1,2,5,"שנייה, שלישית",4,2, ,1
5/20/2022 9:22:18,5,"חודשיים, חצי שנה","2, 3","2100-3000, 3100-4000, 4100-5000",1.5,1,1,3,4,3,2,1,5,4,4,5,3,5,1,חילוני,4,1,1,3,"ראשונה, שנייה",2,3,Jerusalem ,1
5/20/2022 9:23:39,4,"חצי שנה, שנתיים","1, 2","1000-2000, 2100-3000, 3100-4000",1,2,3,4,2,4,4,4,3,2,2,4,4,3,3,"מסורתי, דתי-לאומי, חרדי",4,1,2,3,"ראשונה, שנייה",2,2, ,1
5/20/2022 9:28:21,5,"חודש, חודשיים","3, 4, 5","3100-4000, 4100-5000, 5100-6000",1,3,2,3,2,4,3,3,4,3,3,4,4,1,1,"חילוני, מסורתי",3,3,3,3,"ראשונה, שנייה",3,3, ,
5/20/2022 9:29:02,5,"חודש, חודשיים",3,2100-3000,1,1,2,4,4,4,2,1,5,3,2,4,3,3,3,"חילוני, מסורתי",1,1,1,3,"קרקע, ראשונה",3,1, ,
5/20/2022 9:30:11,3,שנתיים,"3, 4",1000-2000,2,1,1,4,4,5,2,2,5,5,5,4,4,4,2,"חילוני, מסורתי",4,1,1,4,"קרקע, ראשונה, שנייה, שלישית",1,4, ,1
5/20/2022 9:33:37,4,חצי שנה,2,"1000-2000, 2100-3000, 3100-4000",1,1,3,3,4,5,5,1,3,5,5,5,5,5,1,חילוני,4,1,1,4,Gound,2,2, ,1
5/20/2022 9:35:17,5,שנתיים,3,"1000-2000, 2100-3000, 3100-4000",1.5,1,2,4,1,5,3,1,1,4,5,3,3,3,3,"חילוני, מסורתי",5,1,1,4,"קרקע, ראשונה",2,3,Beer Sheba,1
5/20/2022 9:38:24,3,חודשיים,3,2100-3000,1.5,3,2,4,5,4,3,1,1,3,3,3,1,1,1,מסורתי,4,1,4,3,"קרקע, ראשונה",1,1, ,0
5/20/2022 9:38:49,5,חודש,"3, 4",3100-4000,1.5,3,3,5,1,5,1,1,1,3,5,3,3,3,3,חילוני,5,5,5,5,Gound,3,3, ,0
5/20/2022 9:44:37,1,שנתיים,3,4100-5000,1,1,1,1,,,,,,,,,,,,,,,,,,,, ,
5/20/2022 9:51:40,5,"חצי שנה, שנתיים",3,3100-4000,1,1,1,4,1,4,4,5,3,3,5,5,5,5,1,מסורתי,3,5,5,3,"ראשונה, שנייה",4,5,Ariel,1
5/20/2022 10:09:31,5,"חצי שנה, שנתיים","3, 4","4100-5000, 5100-6000, 6100-7000",1,1,1,5,4,3,1,5,1,2,3,3,3,3,3,"חילוני, מסורתי, דתי-לאומי",5,1,3,4,"קרקע, ראשונה",1,1, ,1
5/20/2022 10:10:17,3,חצי שנה,"3, 4, 5",1000-2000,1.5,5,5,5,4,5,5,5,3,3,3,3,4,3,3,"חילוני, מסורתי, דתי-לאומי",4,1,1,4,Gound,3,1, ,
5/20/2022 10:14:46,3,חצי שנה,"1, 2, 3","1000-2000, 2100-3000, 3100-4000",1,1,4,4,1,2,5,1,5,4,4,5,5,5,1,חילוני,3,3,1,4,"קרקע, ראשונה",2,1, ,0
5/20/2022 10:53:28,2,חודש,2,2100-3000,1.5,1,1,5,5,4,3,1,5,5,5,5,5,5,1,חילוני,1,5,5,5,"קרקע, ראשונה",4,5, ,
5/20/2022 10:59:25,3,חצי שנה,"2, 3",7100-8000,1,1,1,1,3,5,1,1,4,4,5,5,5,4,1,חילוני,4,1,1,4,"שנייה, שלישית",5,3,Merkaz,1
5/20/2022 11:22:00,5,חודש,3,5100-6000,2,5,5,5,5,5,5,5,5,1,1,4,5,1,5,דתי-לאומי,5,1,1,5,שלישית,5,5, ,0
5/20/2022 11:27:26,3,"חודשיים, חצי שנה","1, 2","2100-3000, 3100-4000",1,1,1,5,3,3,3,1,5,5,5,3,3,3,3,"חילוני, מסורתי, דתי-לאומי",4,1,1,2,ראשונה,4,3, ,1
5/20/2022 11:38:39,1,חודש,4,3100-4000,2,1,4,5,5,5,5,1,2,2,3,1,1,1,4,חילוני,5,1,5,5,שנייה,5,5, ,1
5/20/2022 11:44:36,3,חודשיים,2,3100-4000,1,3,2,5,3,4,4,5,3,2,3,4,3,3,3,מסורתי,5,3,3,4,"קרקע, שלישית",3,3, ,1
5/20/2022 11:45:58,,חצי שנה,3,4100-5000,1,1,1,2,4,5,1,1,4,5,5,5,3,3,3,חילוני,5,1,1,3,שנייה,2,2, ,1
5/20/2022 11:52:32,5,,4,4100-5000,2,1,1,5,5,2,4,5,4,4,3,2,2,1,4,"מסורתי, דתי-לאומי",2,1,1,4,שלישית,1,3,Otef Azza,0
5/20/2022 11:53:32,3,חודשיים,2,2100-3000,1,3,4,3,4,2,4,2,2,2,2,3,3,2,2,חילוני,2,2,5,3,"קרקע, ראשונה",2,3, ,1
5/20/2022 12:03:12,5,שנתיים,5,"4100-5000, 5100-6000",2,5,5,5,5,5,4,5,5,4,1,1,3,4,4,"מסורתי, דתי-לאומי",3,1,4,5,Gound,5,5, ,1
5/20/2022 12:12:24,1,"חצי שנה, שנתיים","2, 3","1000-2000, 2100-3000",1,1,3,3,3,3,2,5,5,4,4,3,3,3,3,"חילוני, מסורתי, דתי-לאומי",4,1,1,2,שלישית,1,1, ,1
5/20/2022 12:21:52,5,חודשיים,3,1000-2000,1,2,2,5,5,5,2,4,5,1,3,4,4,2,2,"חילוני, מסורתי, דתי-לאומי",5,4,5,4,"ראשונה, שנייה",2,4, ,
5/20/2022 12:47:44,3,"חודש, חודשיים",3,4100-5000,1.5,3,4,4,3,4,3,5,4,4,4,2,2,1,4,חרדי,3,1,1,3,"ראשונה, שנייה",5,5, ,1
5/20/2022 13:01:34,4,שנתיים,"3, 4, 5",3100-4000,1,3,4,5,5,4,5,2,5,5,4,3,3,3,3,"חילוני, מסורתי",3,3,1,5,"קרקע, שלישית",4,5,Otef Azza,0
5/20/2022 13:04:57,3,"חודשיים, חצי שנה","1, 2, 3","1000-2000, 2100-3000, 3100-4000, 4100-5000",1,1,1,4,1,5,1,1,3,5,5,1,3,1,1,"חילוני, מסורתי",1,1,1,3,"ראשונה, שנייה",5,1, ,1
5/20/2022 13:24:12,4,"חודש, חודשיים",3,3100-4000,2,1,3,5,4,5,5,5,3,4,5,3,4,2,2,מסורתי,1,5,1,4,"שנייה, שלישית",5,3, ,
5/20/2022 13:37:14,4,"חצי שנה, שנתיים",4,1000-2000,2,1,1,3,4,3,2,5,4,4,4,3,3,3,3,"מסורתי, דתי-לאומי",3,1,1,4,"קרקע, ראשונה",2,2, ,1
5/20/2022 13:46:20,4,שנתיים,"2, 3",2100-3000,1,1,2,3,4,3,2,1,5,5,5,5,5,2,2,מסורתי,1,1,1,3,ראשונה,1,1, ,
5/20/2022 13:48:29,3,"חודש, חודשיים",3,3100-4000,2,3,4,4,5,5,5,3,5,5,5,1,1,1,5,"חילוני, מסורתי",1,5,5,5,שלישית,5,5, ,1
5/20/2022 13:53:25,3,"חודשיים, חצי שנה","3, 4","2100-3000, 3100-4000",2,1,1,5,5,4,4,1,1,5,1,3,3,1,1,"חילוני, מסורתי",3,5,5,3,"קרקע, שלישית",3,5, ,1
5/20/2022 14:01:35,5,חודשיים,3,4100-5000,1.5,1,1,4,3,5,4,1,4,5,5,3,3,3,3,חילוני,1,5,1,3,"ראשונה, שנייה",2,1, ,1
